genre,category
stomp pop,pop
stoner metal,metal
stoner rock,rock
straight edge,other
straight-ahead jazz,jazz
streektaal,other
street band,other
street punk,punk
street punk espanol,punk
streichquartett,other
stride,other
string band,other
string duo,other
string folk,folk
string orchestra,other
string quartet,other
string quintet,other
strut,other
study beats,other
stutter house,other
stuttgart indie,other
substep,other
sudanese hip hop,hiphop
sudanese pop,pop
sufi,other
sulawesi indie,other
sundanese traditional,other
sung poetry,other
sungura,other
sunnlensk tonlist,other
sunshine pop,pop
suomi rock,rock
suomirap,rap
suomisaundi,other
super eurobeat,other
supergroup,other
surf music,other
surf punk,punk
surinamese pop,pop
svensk indie,other
svensk progg,other
swamp blues,blues
swamp pop,pop
swamp rock,rock
swancore,other
swansea indie,other
swazi pop,pop
swedish alternative rock,rock
swedish americana,other
swedish black metal,metal
swedish blues,blues
swedish choir,other
swedish classical,classic
swedish contemporary classical,classic
swedish country,other
swedish dancehall,other
swedish death metal,metal
swedish doom metal,metal
swedish drill,other
swedish ebm,other
swedish electronic,electronic
swedish electropop,pop
swedish emo,other
swedish eurodance,other
swedish experimental,other
swedish fiddle,other
swedish folk pop,folk
swedish gangsta rap,rap
swedish garage rock,rock
swedish grindcore,other
swedish hard rock,rock
swedish hardcore,other
swedish heavy metal,metal
swedish hip hop,hiphop
swedish house,other
swedish idol pop,pop
swedish indie folk,folk
swedish indie pop,pop
swedish indie rock,rock
swedish jazz,jazz
swedish melodeath,other
swedish melodic rock,rock
swedish metal,metal
swedish metalcore,metal
swedish pop,pop
swedish pop rap,rap
swedish post-punk,punk
swedish power metal,metal
swedish prog,other
swedish progressive metal,metal
swedish psychedelic rock,rock
swedish punk,punk
swedish reggae,reggae
swedish rock-and-roll,rock
swedish rockabilly,rock
swedish singer-songwriter,other
swedish soul,other
swedish stoner rock,rock
swedish synth,other
swedish synthpop,pop
swedish techno,other
swedish trap,trap
swedish trap pop,trap
swedish tropical house,other
swedish underground rap,rap
swing,other
swing italiano,other
swing revival,other
swiss alternative rock,rock
swiss black metal,metal
swiss classical piano,classic
swiss contemporary classical,classic
swiss country,other
swiss experimental,other
swiss hip hop,hiphop
swiss house,other
swiss indie,other
swiss indie folk,folk
swiss jazz,jazz
swiss metal,metal
swiss pop,pop
swiss reggae,reggae
swiss rock,rock
swiss singer-songwriter,other
swiss techno,other
sydney indie,other
symfonicky orchestr,other
symphonic black metal,metal
symphonic death metal,metal
symphonic deathcore,other
symphonic melodic death metal,metal
symphonic metal,metal
symphonic power metal,metal
symphonic rock,rock
synth funk,other
synth prog,other
synth punk,punk
synthesizer,other
synthetic classical,classic
synthpop,pop
synthwave,other
synthwave brasileiro,other
syrian hip hop,hiphop
syrian pop,pop
taarab,other
tabla,other
tagalog rap,rap
tagalog worship,other
taiko,other
taiwan campus folk,folk
taiwan classical performance,classic
taiwan electronic,electronic
taiwan experimental,other
taiwan hip hop,hiphop
taiwan indie,other
taiwan instrumental,other
taiwan metal,metal
taiwan pop,pop
taiwan singer-songwriter,other
taiwanese indigenous music,other
tajik traditional,other
talent show,other
talentkonkurranse,other
talentkonkurrence,other
talentos brasileiros,other
talentschau,other
tallava,other
tamaulipas rap,rap
tamazight,other
tamborazo,other
tamil hip hop,hiphop
tamil indie,other
tamil pop,pop
tampa indie,other
tango,other
tango cancion,other
tanzanian pop,pop
tanzanian traditional,other
tape club,other
tar,other
tarantella,other
tassie indie,other
tatar folk,folk
tatar pop,pop
tavern,other
tearout,other
tech house,other
tech trance,other
technical black metal,metal
technical brutal death metal,metal
technical death metal,metal
technical deathcore,other
technical grindcore,other
technical groove metal,metal
technical melodic death metal,metal
technical thrash,other
techno,other
techno argentina,other
techno kayo,other
techno rave,other
tecnobanda,other
tecnobrega,other
teen pop,pop
tejano,other
tekk,other
tekno,other
tempe indie,other
tennessee experimental,other
tennessee hip hop,hiphop
tennessee metal,metal
tex-mex,other
texas blues,blues
texas country,other
texas death metal,metal
texas hardcore,other
texas latin rap,rap
texas metal,metal
texas pop punk,pop
texas punk,punk
thai hip hop,hiphop
thai indie,other
thai indie rock,rock
thai ost,other
thai pop,pop
thai rock,rock
thai traditional,other
thai trap,trap
thall,other
theme,other
therapy,rap
theremin,other
thrash core,other
thrash metal,metal
thrash-groove metal,metal
throat singing,other
tibetan folk pop,folk
tibetan mantra,other
tibetan pop,pop
tibetan traditional,other
tierra caliente,other
tijuana electronic,electronic
tijuana indie,other
timba,other
tin pan alley,other
tipico,other
togolese pop,pop
tolkien metal,metal
tollywood,other
tololoche,other
tone,other
tongan pop,pop
tontipop,pop
torch song,other
toronto indie,other
toronto rap,rap
totalism,other
touhou,other
trad quebecois,other
traditional bluegrass,other
traditional blues,blues
traditional british folk,folk
traditional country,other
traditional english folk,folk
traditional folk,folk
traditional funk,other
traditional irish singing,other
traditional reggae,reggae
traditional rockabilly,rock
traditional scottish folk,folk
traditional ska,other
traditional soul,other
traditional southern folk,folk
trallalero,other
trallpunk,punk
trance,other
trance brasileiro,other
trance mexicano,other
trancecore,other
transpop,pop
trap,trap
trap antillais,trap
trap argentino,trap
trap baiano,trap
trap beats,trap
trap boricua,trap
trap brasileiro,trap
trap carioca,trap
trap catala,trap
trap chileno,trap
trap cristiano,trap
trap dominicano,trap
trap funk,trap
trap italiana,trap
trap latino,trap
trap mexicano,trap
trap peruano,trap
trap pesado,trap
trap queen,trap
trap soul,trap
trap triste,trap
trap tuga,trap
trap venezolano,trap
traphall,trap
traprun,trap
trash rock,rock
trecento,other
triangle indie,other
tribal house,other
tribute,other
trikiti,other
trinibad,other
trinidadian reggae,reggae
trio cubano,other
trio huasteco,other
trip hop,other
trival,other
trombone brasileiro,other
trombone ensemble,other
trondersk musikk,other
trondheim indie,other
trop rock,rock
tropical,other
tropical alternativo,other
tropical house,other
tropicalia,other
troubadour,other
trouvere,other
trova,other
trova mexicana,other
truck-driving country,other
tuareg guitar,other
tucson indie,other
tulsa indie,other
tuna,other
tunisian alternative,other
tunisian pop,pop
turbo folk,folk
turin indie,other
turk sanat muzigi,other
turkce kadin rap,rap
turkce slow sarkilar,other
turkish alt pop,pop
turkish alternative,other
turkish alternative rock,rock
turkish black metal,metal
turkish classical,classic
turkish classical performance,classic
turkish death metal,metal
turkish deep house,other
turkish edm,other
turkish electronic,electronic
turkish experimental,other
turkish folk,folk
turkish hip hop,hiphop
turkish instrumental,other
turkish jazz,jazz
turkish metal,metal
turkish modern jazz,jazz
turkish pop,pop
turkish post-punk,punk
turkish psych,other
turkish punk,punk
turkish reggae,reggae
turkish rock,rock
turkish singer-songwriter,other
turkish soundtrack,other
turkish trap,trap
turkish trap pop,trap
turntablism,other
tuvan folk,folk
twee indie pop,pop
twee pop,pop
twin cities indie,other
twoubadou,other
tzadik,other
uae indie,other
ugandan pop,pop
ugandan traditional,other
uilleann pipes,other
uk alternative hip hop,hiphop
uk alternative pop,pop
uk americana,other
uk bass,other
uk beatdown,other
uk christian rap,rap
uk contemporary jazz,jazz
uk contemporary r&b,other
uk dance,other
uk dancehall,other
uk desi rap,rap
uk diy punk,punk
uk dnb,other
uk doom metal,metal
uk drill,other
uk dub,other
uk experimental electronic,electronic
uk funky,other
uk garage,other
uk hip hop,hiphop
uk house,other
uk melodic rap,rap
uk metalcore,metal
uk noise rock,rock
uk pop,pop
uk pop punk,pop
uk post-hardcore,other
uk post-metal,metal
uk post-punk,punk
uk post-punk revival,punk
uk reggae,reggae
uk rockabilly,rock
uk stoner rock,rock
uk tech house,other
uk worship,other
uk82,other
ukg revival,other
ukhc,other
ukrainian alternative rock,rock
ukrainian black metal,metal
ukrainian ccm,other
ukrainian choir,other
ukrainian classical,classic
ukrainian classical piano,classic
ukrainian contemporary classical,classic
ukrainian edm,other
ukrainian electronic,electronic
ukrainian experimental,other
ukrainian folk,folk
ukrainian folk rock,folk
ukrainian hip hop,hiphop
ukrainian indie,other
ukrainian metal,metal
ukrainian metalcore,metal
ukrainian pop,pop
ukrainian rock,rock
ukulele,other
ukulele cover,other
ulkucu sarkilar,other
umbanda,other
umea indie,other
unblack metal,metal
underground boom bap,other
underground grunge,other
underground hip hop,hiphop
underground power pop,pop
underground rap,rap
university choir,other
uplifting trance,other
uppsala indie,other
upstate ny rap,rap
uptempo hardcore,other
urban contemporary,other
urbano chileno,other
urbano espanol,other
urbano latino,other
urbano mexicano,other
uruguayan indie,other
us power metal,metal
usbm,other
utah indie,other
utah metal,metal
utopian virtual,other
uzbek hip hop,hiphop
uzbek pop,pop
uzbek traditional,other
v-pop,pop
vallenato,other
vallenato moderno,other
vancouver indie,other
vancouver metal,metal
vancouver punk,punk
vanuatu music,other
vapor house,other
vapor pop,pop
vapor soul,other
vapor twitch,other
vaportrap,trap
vaporwave,other
variete francaise,other
varmland rock,rock
vaudeville,other
vbs,other
veena,other
vegan straight edge,other
vegas indie,other
velha guarda,other
venda pop,pop
venezuelan hip hop,hiphop
venezuelan indie,other
venezuelan metal,metal
venezuelan rock,rock
veracruz indie,other
vermont indie,other
vgm instrumental,other
vgm remix,other
victoria bc indie,other
victorian britain,other
video game music,other
vienna indie,other
viet chill rap,rap
viet instrumental,other
vietnamese bolero,other
vietnamese hip hop,hiphop
vietnamese melodic rap,rap
vietnamese pop,pop
vietnamese singer-songwriter,other
vietnamese traditional,other
viking black metal,metal
viking folk,folk
viking metal,metal
villancicos,other
vincy soca,other
vintage broadway,other
vintage cantonese pop,pop
vintage chanson,other
vintage chinese pop,pop
vintage classical singing,classic
vintage country folk,folk
vintage dutch pop,pop
vintage french electronic,electronic
vintage french psychedelic,other
vintage gospel,other
vintage hawaiian,other
vintage hollywood,other
vintage italian pop,pop
vintage italian soundtrack,other
vintage jazz,jazz
vintage old-time,other
vintage radio show,other
vintage reggae,reggae
vintage rockabilly,rock
vintage schlager,other
vintage spanish pop,pop
vintage swedish pop,pop
vintage swing,other
vintage tango,other
vintage western,other
viola,other
viola caipira,other
viola da gamba,other
violao,other
violao classico,classic
violin,other
viral pop,pop
viral pop brasileiro,pop
viral rap,rap
viral trap,trap
virgin islands reggae,reggae
virginia hip hop,hiphop
virginia indie,other
virginia metal,metal
virginia punk,punk
visor,other
vispop,pop
visual kei,other
vlaamse cabaret,other
vocal ensemble,other
vocal harmony group,other
vocal house,other
vocal jazz,jazz
vocal trance,other
vocaloid,other
vocaloid metal,metal
voetbal,other
vogue,other
voidgaze,other
voidgrind,other
volksmusik,other
volkspop,pop
volkstumliche musik,other
wagnerian singing,other
waiata maori,other
wandelweiser,other
war metal,metal
warm drone,other
warrington indie,other
washboard,other
washington indie,other
wassoulou,other
water,other
wave,other
weightless,other
weirdcore,other
wellington indie,other
welsh choir,other
welsh folk,folk
welsh hip hop,hiphop
welsh indie,other
welsh metal,metal
welsh rock,rock
west african jazz,jazz
west australian hip hop,hiphop
west bengali pop,pop
west coast rap,rap
west coast reggae,reggae
west coast trap,trap
west end,other
west virginia indie,other
west virginia metal,metal
west yorkshire indie,other
westcoast flow,other
western americana,other
western mass indie,other
western ny metal,metal
western saharan folk,folk
western swing,other
whale song,other
wind ensemble,other
wind quintet,other
wind symphony,other
windsor on indie,other
winnipeg hip hop,hiphop
wisconsin indie,other
wisconsin metal,metal
witch house,other
women_s choir,other
women_s music,other
wonky,other
worcester ma indie,other
workout product,other
world,other
world chill,other
world devotional,other
world fusion,other
world worship,other
worship,other
wrestling,other
writing,other
wrock,rock
wu fam,other
wuhan indie,other
wyoming indie,other
wyoming roots,other
xenharmonic,other
xhosa,other
xhosa hip hop,hiphop
xinyao,other
xtra raw,other
yacht rock,rock
yakut pop,pop
ye ye,other
yemeni pop,pop
yemeni traditional,other
yiddish folk,folk
yodeling,other
yoik,other
york indie,other
yorkshire folk,folk
youth orchestra,other
yugoslav new wave,other
yugoslav rock,rock
zamba,other
zambian hip hop,hiphop
zambian pop,pop
zarzuela,other
zen,other
zenonesque,other
zeuhl,other
zhenskiy rep,other
zhongguo feng,other
zilizopendwa,other
zillertal,other
zim hip hop,hiphop
zim urban groove,other
zimdancehall,other
zither,other
zolo,other
zouglou,other
zouk,other
zouk riddim,other
zurich indie,other
zxc,other
zydeco,other
